v_pnr,v_mor_pnr,v_far_pnr,sosk,sosk_type
99c244a1409a1ee650ea0df2eeb5ff6bd554b11f9fb2da83a77a7ff64f5e3570,9dce402fd5ed618444361ebdbfe51f232c03c17c6efda3daa8e2b24d8f6a3da7,efcb9d71acd1fcd0a65da363e518b9231cf770887a31d885e0a82f5296592e64,4378d6e2075a213e1f8ce2804219a88f4fa8e3006d5b7f81e17ca8c0f5204d96,2
72d99f41aab12bf74e6c7af4604dc8a832d9c236f285f5ebfcbc5daea1c4d549,e7be81a2e0c1b830c5f4b40fa4446aada73398c066433012df631e7cc50871cf,486fa57d655baf67ffab128f9200319d767fee079dc8247bea2f99a96fa950ad,821baa8f4139f10f655cf6c6165ebff92ee3126855337b5676bad5ddfe53d85f,5
cf4e39372b,f166b92b9d302e14c649561af21ab960272947e7d768223d63cff32735399900,45755ff5d6aa6bf422d2f2f75e394d68de8e020831c4300ed959612f4199cf65,147f81e6dd8ff1a4e598052ce269fd4e5771a3f5c5bdbb3200f205bffb98812b,1
e798e33614b1b22cebf6a5014836da5bcd5f72618b4cf1ab0be8819a70128bac,df8d058743846c66b41f5c35166d14b7937e87b1d53b3c1939ae7e96c13292cf,aa005644121d105a4d776d627a0ee0d6c8a734b4d3c0dccf4177363112981968,INVALID,5
e1e8077b4d27f85de912ec9a3267a06a032bc7e14a79e06f5a72488efc3d5311,e1b24b53a38a0ee02ad16b61eb502321c00d8f2bd74c1181feef29a25efb8163,d93b661498c6e73984c97783b3ca362760cffaee6de265a5184451f1ff74ca40,75ac19eabb7b3e45d618ebd156ce78e20dcfffe2c892aab796734b43197e3e9d,2
45e1b82b71dad29dfa3dcd82ef24bb7490bc95612758d3b33b1eec215094193e,e90a85ba285009067b079cc4714d760b8d49eec8feb745a005f5b4ce0f8c0473,bb6f0e8975ebb461adc4f09378a8ad77a7a4a7ce79da154b0ef2faeb982829b4,50775a5e25c1b7bd727e8b8b014fdb77d5bd12d3f80f08845d1ac8641b84d8f9,3
78ed0906150abed377b18d98754c5cfb945fa8898eba393275ae94287340d449,4504846dee53bdd723acdb805f44653dbefad897ae98520677b3f17f801fdae5,INVALID,e793ec556495eb7d168eb32545e0e4fd9a56405a83141e7ffe6bdee97e29b3e8,1
07933ee276e1f4773ca10735d738d45b63b3a63851ed00fa91abc93c77eb439b,72fd5431227b05c5f463827097f3c8f7f9c465a8453bb08dca3fe518086638ba,dc53a8562c768ac80ca8846307f9c2afbc9692086965f5728c59f1c085e184a3,2c238051e9321f52f75303e888a7806ff6b8174380ff5b68172baf1027a9a210,5
9722b85383e4b57d0e334d242386ccc15139175b386cfed90c905a39069eee20,bf78c7ed5ec3a34c06c4e94a4821a4e6ee89c28a4956e2912e9394bea801be60,4b106551b0e4cc507aed664f9a61122c7b78f52a41993f96a16047d822af83ca,209cbf4c3223ba779f7df142e0b5a95fdaf29b7560cd27b0643ed2dce27cf255,5
bffe5f460641b9696096d836b6aaa10de354f9169da62c80e93d1c0d7f5162e7,dcbadd24c883c77c7035314a2342109bfee43ee2e85c41c2495360c75ea8109a,INVALID,1ebc831ce0cb2ff137df78f482dc5ab7d25bf5a55f7f9b8b3e5ab33fe8240507,2
24edf214a53079f96d807efba7982e28c02fee0b7082f86dc287742fbe7bc538,34094eb6f24d5c7afdfde3e2e3fe12e0d7da0a4834534c2e9d8f65aa9c59cc17,edca6d83824c03b4bc4824ef660c1bf0f384d0215063cca27782836a81806ccc,f319145c7bb15a280786ba144fd0c4f563344f0e69e4270f15229d3d23f09eb2,1
c4d94ea7dd5a79f9d111ebec19de351074572221fff19972c008f88802e4673a,abbab6dce5fe624878089a2c983d7e1f13b5ff72671d1deee4640c64f1bbbb90,c9199b98b5b7efcc8b0bd342ca7283a4010c67ba728553c92de23cc81c018151,127c53a4ca4243aa5101f1842aadc49a031fe2e68b3c99d1eeb540a6b15de1d1,1
5ea68b1ed023bd4fb5a5f7e44bf84ab7fa76678960d2be54c27323545c6a55ce,53935fd139c3f48d98ef054e3824fa2cfbf0f48acdef7ed7acb71af9e4c8be1e,21f5acf4c3ff32bc0041082b5ba0f4902bb4bec6cc344e690ddfa55dc0354a17,4043e22dfe7ec590e68640543bb9d72624d9595c2fea430040aca470c39c9fd3,4
c73f6f8b38,b168da0d941fd1fbc83b4e21c140821d40f1cdabb030aecc7476685819224860,2c8a65cda12a0fd416e1df6103a1ebdf671bf281374f991679c1c20952f68de5,39cd38ce73f1706e5348bd4814f1a1edb0f75a7539c26848d4bc24cc31cdf51b,3
b47b53e7767e241f35df7419a697850d418d56e809450f68163af4cf0e44f440,d6447fb7fbd7e97c3106dab57b632fa7828cbd1e309c62d26ba3c6f3ea96b38f,ae547a8235ae43369ba5d66a156d1cb04f70e7aa3df62f2a8815d4af95135234,1c2e4e11a0b35bcc1022239b8d6e18af1d2cc4351007fbb7516bc856eef88752,3
6e2b1524846b2c948eb5ea0a50b069d1bcf15de47d861c5a771ea5bf918ab727,15b53b71b2a4073acd33e7fb422972e04ec8ed71751ae45acf47b3f230862ed9,4a7cdb09679b0b94b0bd3ab543c77aa8e073535a4eec1fd7fa084b5112530c89,62d42946185391677340305fa7834f0763ccf1b4d9171b96e796a10a2f6edad4,4
92e78b39293de89af9d8c02398075597e2ac91d63c8aa7c9bda4a9cce722240f,INVALID,17810c2942b4d75b364f58e4fec0927cec9285e3187eb5d9f43eacc9391eb90d,0e9eef4ed82220373adf17eaaadd3d187e5e133b87a7a390ac57c065df3d13d0,1
6d3779d39da29a638e80cd5c510dc58841764af7c8e4fd7fc2b9025675065119,INVALID,9f2dd8ec1384e4fdd52a8dea98bc62ce6c07d26869678a801eced1e9b6736cf1,70fc5ab3403453a11a973b82f8ae84afc815294366023e66f337fb0b91a1ff32,4
eb303903121b7ae1d46470ad752141af5bbf00b09b1b9d0897ce0e64c3c283f1,INVALID,09b1a322fde07ddf10f43a03451c4521190ceed388c9f47c915ac11a53df933f,41963d341b8784f159718f3df959959bea09fc3154ae56a23f0e028a7da9537c,1
46b6778ff9edab1f47e7d83884fb78ba70a9197424e10b33ae3b83c3a86e06de,1666067f05be145509b440983b63b7cbae819909e040e3b03970d36d77268dad,5d94af256a199d8bf1b0a842e71ad814b6f823281ef99ab088c41383a68373b3,18c96cc3121deeb898ddf6530ce594560bf8c2457cddad78a23ddfdb185db577,1
42a2632695,36b010e2615d3f067551376c551c65f06961138c9674398f5f771d3e8a1ff109,8b16761dab2fa2accfda2f9a098cf10ed6abdcecad16e1c3719294b7454f975f,65f794cce28684153f31e9d94a7eaafce162a09a09f6dc1aa718f15dc356c6da,4
3315fad369,779cf96079cf1ec1633d8193f5918ec380cbd2f128e948e425e233d1cd533011,d520949529c40682d3c7eb93f252858a75efacfd9a5910ac13092260dc46b115,9579a052f8a1ca220fcbb4139fbbe7c353751a2c91f59c7366cac7fc84d058ce,2
f5be511d8f79a1046ac0ffe414dae5cb358aa15f20c7564ebcc492f2c721ddd8,bcc950bbced4718df164dc06ae50254154cc3331e4146219dc3ffeae038c117d,fc6c6b1d184e3b124ee289ddcbba14f6868b8e734bbb5ab912cf91068d176fa3,f069a53a90eb5f83c21127506eebb477a7ae58b2db3a146d557e977d9a3d9c72,1
d0bd7ef4ff9d2e29593cb9e31906a41e8b1e3ef5be60d0e2ba5d3f1e08c270a2,d7443cf6b890d2e2edc1b34243c99e28da9baffd10ec4560302b2a901c82a405,fba642eca31ae1d9b776df33b429faa24866d0123de680e9124aa16e5daf7575,5c638bc9f44e055222842b74e2302d1751a548c83c9d96581e7231d964da6b0d,5
aece7f162b84c398be5d78c235da09c33de4fd566b54739fca64bfa76a6fbba7,87e0e61807efe4cce4a8eb100c91e30c6df167a3857be789fa995247dcb6b691,7017b6e5b728848c3f35384c7caf393ff698a2d72ac4900753953c9bd2d0357c,7eee61c5f188ee2f78791cbc85880738d4815033b1ed551496626a54493242d3,5
331ab23a7be9cab7e34dbdbde41b18cd8a4c4462ffd0537f687663faff5f692a,2c60608e370a176939dc190b903a6dc72c0d7c2fadd0fde66b51ad258e47b169,b775160b77b70b81aa8a4163beb217ae3632da7e3db3c31f5ca4a6eed387224c,b742795637d21521e5eae9a19f63f9ed208f602d210539c73a8f118f5fea4d04,3
a0b4f11530639fe92724acfd9104a1c56e861053fd2fa53aba2eac10f96ba090,a14f3631a9308465b67a076dad70498b8105ef1bcd5366c4b7f1c28ab3659b6b,9743d4250fadb464285a08d63e7621f0f744f6ea4008a887ecfbaba19e6d99af,97a94523a537c8e85e33546df1eb0f8900242d9fec7a68b31b59a96353cf413d,4
3e153335f799a9771e838ca92c5f98d5a7e8726d6031bf2a5f5c078529955b0f,959393bf940776bfe1ef6c5040ddf7cbf78a57ba068946f160ea8182dc72ea36,52a17336e4e2d6c57ca7bdb986328bc873914bd1db1b68e55a166d950013b48d,INVALID,4
ac5683a535d8d366dec1a735fd41bedac33e45c707c058d15bc5569c8f17e456,becb0b0ae9fadddb080446a8936922abea1333122459d21c1f3711399b8fbeb1,4ab4fc8988aaa09a2937b3b1a34bfe2a8220a70d9642ec7c725799d597d36ae5,6d79f4fb11e0e29b961dcb0bb0c778dc35acf9bc3d140fba455a641c07642020,4
2c524fa4f77511cd7290ac593473975982b17286ab4ffc77cf6918323a1e5553,85281dd9e797e3858e529492f839012f41de84fc5579cbbe31bdf21c7c1afe70,6c9e3ec803c4790b9424f83ef87bcce1f92f5c9a1254cc2e02d2f50a44f9ebd5,f7eb309022594f2258e5252dfcaccedabf69cafe108f3fb38541f9ea8b1a7068,2
9088c53d2e3313b656525ea52512f39b932d075433722f0831ebee9b8858c3da,7b5887c6818331a53f78b187ec8ab52c393312e91f346b9014805325905752b3,097e1790578a2808d57e5878a762313e77b8f6488ad4d2f48d57a050fce22454,6799d0cebd991c3d22f7cefa5a0e0418d047d4dd110a6935222b43dce35c0525,2
5627b48601a34296baa01f29d920c4a0a4f226ed6aafb625aa96e58fdf43f874,8fa7200439a09fede2959fd79492efb0bdadd2b7dcae108c45536b5f0a1659f3,26341cbbed53d7cbff9ce642f9bec5df2eb13ca6e911fa6960e2af8e9660f414,909bc40e84a5db3fa7e346ac0dbd0de425b30dd51c839dbeab92bb5235f084f2,3
996980a04d6857d32c1f53e38c7615470837c1e79f191bafa88961b2fd6f6513,697c8a003ffbe61d96a40568e5f63b4ad7201281b1340a8e3bfbdba4301b989c,fe628de054dedef72c439c4674ebb6654a92ccab3c4d7d222e60d5adca3d17f1,INVALID,5
c2a4a0292c56e3a83ece0110672316c87394a2a2f3e54128439a24af09255f24,e4972b1cbd88ee29b6d44a0890c901e966394a6a1d59b4d1e4d959b605534c6f,2a7b1e0360fe5848b8e5d86a22fb5fd1205345e9a3a89fd484825475b11c377b,f185d3f4f41c8dbae95efc0e17ebf90a03770bd1d13e56d4cb8ef2fb83059dc8,2
1141767a35f422e41572f26afb98e26362b7dbbc39e233e79f785515bbd074f6,INVALID,9d3ff7ce0c4f7d86aaf9967718254d1182986e1ec5b657fbc9f314cbca9175e7,5d364b92860c85f4d45727936c1460d43c97f70eaaf78d2aa3af85b92c50b9d0,3
823d8811b42575e2644efba7efe620989247852803dbc12f249d772b6baf9647,41043da49436cccd533cddefc96145991632d0cca80d12891ce0a269177ebae3,e8c0936a82d89be126a82570e54f67253838fb4e695b61b7659e1bb00a25622d,d616dd56b28dfdb07c490b5741e5290a2e0aa28fd9c11c96baa8d795dc004410,3
9fd9a466dfe7a5ecef7a90abc242b41203b9b7e691b94e0253bfa5b50694ca9c,d0848b6130afae659de48ac7954d2fd810468337f07507332bc134da3d47dbf3,4de8c31433bc525830d566d87c315d1fc850c72b16ff20461f566fc22aa543db,6634a611e51e37813fa830ba7772a5edb8d12550b3ee8ba08ba353ef764f9b49,4
0c794da31d202dcecacfc99263af9b2ffba1acd0c1d807302ad5c0ec11a54152,INVALID,23a6d1401aa65a13f1b3334a767e2376d8426d81c2d477a6309bb84e4a5bedc1,2262782ded30ab2cc641d5165f37c230c87b810810a645f56c401dd60a70b446,3
5cbdb94fb996cf9fbe88323887cb0c4950ee124daeb8d5a84ada1bc654fd9f9f,32d6189044c5ecf354353200b8578e5e2b8a2b257809493c2b3b4bd315f132f3,INVALID,19f4a94485f70e7f17b77ea521bffc666357ee2fa08f2d78c74dd4b993736012,3
3bb9b27216860935bac27f5cc4bb0877d0fcdc02c03044b177994ffdbec91be3,f3575cdd4cb6f67befafdf402908dc789e98b1038e24ef86def816627790e390,351115699b1f291e0528f97d824834c17f326de8848924380be91f85f93fbd7d,cbfa6cb88fdd7ef75b3862ca4b023d7609b9fe6cb0754bde22a762a3bb4eccf0,4
05caa37f32b9e6dd7a8112ce3128f2ad505969f8d5586af66ffdd347d449ed4b,a97e4db927bf5cb01f07e11c4f1ef6859908eeb6879c98f5f1fbfe28958177d5,1fc071881dcb693bd4da3057cb91ffae6d746d66ca090254c382145aadf0c675,39cab371a74dd6ef4dc7ea2afdc2b1e05ff135806df7d4d25c03562ecfd89035,5
1bb1d5227d0f4d44a79aee68a7678637cff2a6f41f491d0cb19083f600128b03,01cc00b4a10323da9e6e728b24d28021d6c1b649fb213a96fd0284c41648868c,b52066d47c67b1e845743a55a0f67daf8b8caa38e2dceb6185801f5365f412a7,da7159fbae30ae0309212334f6f9fb5935e60de2d20a3d32d79c12262b1771aa,1
02970b826c0c7eddb1714dfc5067f8fae926eb3f2cc2f7ee226f585e5a31a3c6,81200b7b5d36d2cab7571d3b79f904d97f29524ae3c7564c01436668fac1a0ca,57baa311c9f391928796031d5ffc30d13b116f308adc0936988dd6adb1c47099,82bdce28c00779cb2b002e86763bfcc3ddd76b44499b613551f6f5028fa3cc71,2
6690b6185036e51dcb572f05961a828628e75fd9328de90200791909f37ce68a,INVALID,20a8eae07f0fd3a5cd5827a6e388b31bb02aca8e1740b4ca5f92bb79c094d9d8,d5bdaa338d1fd7aafb5e868cb0ee788b27956068eb520e3c8d45611d41354bc6,2
15d0409924eaed57fed44cde0d27b4044a05464582daaa9f9413e077e6a872a3,1970b46e6f34f55e7cb96c5f4d239f77bc206700ebc3a2ae081e80286412a0f4,51fc32d651773730f61582bebe40786ab3293a2bd92aa8884c108cdb8aecc967,78fc9cb82e6e3832862a42e9852321b01d8811fe53bfe3906b81fbb32c78484d,2
ca00266ea09f3850c92cd370ef8bfbaffa29146bdd4a9b6c4850f1dab91dfa9d,a8ebd168a09832751e2a85b42456d91e7bd37ae87886eee67c0761f10b5a305a,53aa7aa6c67c3d84be837e973f37fac8a0512aa203b3e8d5a32a9e398251719e,88039645b34c09cba27569f8308fc9065dd5edd761b98a28ac514b59999f1526,5
0b36fdb4fd8cd8994a539e0a0966f5636edc82c8e613d57a059ad2293f8b9e14,INVALID,33734bd4e54f374f1edaef70b9ffa1072775a0c40269d47edd53cb042e4a2bad,fad9b2974c4f19e6cd704475fe4f3b27273f58f88f0951504ea7ccde13df1b11,1
1bd73b6d81b01c40841f37367dfa1f034c7aeaf79ebccb23d732bd037fe48f22,INVALID,964253596e053a03ad85f3c8495caacdcf219961ef976eef031ce7ff2d1a18b5,d045b8ca8c8873ed872d2816e0590029d695f076a0911eabda21944ee8e1fc18,4
b014a199f67753b95d1bf54f2300212e21b7f0f2fe654e176d1f0ca7e4c5bfea,5ee8b83a6d11223a428d898bdea5616fa6f09ee7ca6164381088c53c30fe4a3f,f850d2fa0ca988681e18c2a81ce3b5b0915ec9e813c548ea58fadab25f09a433,41277ebd44b8661e4eee8c01fce4b7307ce475371599efecc251c75a1374e3f3,5
b4457ff6a9bcda2bb9e21f1e98fc673e54ca84a4451e6d5ee12780bb5bbdc486,c51618747c294309de93a40507fec597d0774ab84cf83b2d5402c05a546c3496,8635a3f07c5160b4d29b907734e8477e257f7b2ab175df9b56afe605d9dabc84,11c59a6a79b710210a93115afcd5e62c7dc376500c91714c3fb268296e9fd3af,5
d493f76c6d8bf2ff89d6ba80b67393a489f513c30d3355635e6daf340a849278,62dae2847e0813271481f983d9e31df2ade734076f06781b974e2f6df48f061e,e36b5cc37d06c96907975618bca9b260926dfc1a8c193ab96a4e4f2e44c93f65,4400df21621ac55546d62eb5bde50ceadc175bd0bf79099b278b4b86672abac3,4
7fda0248f05233ed6d741fa4b1f8fdf5034624b43d23020d842c62902927f609,f8c98b430f994699e95158494e696b0b04f45c7efe326dc9ba6c6a876273c778,2f7d1ffa0fcc82741344b18a2f9cb11359d46e3edb761420e8c076e05a07381a,ffa30c4d0a4cd5372d2af8ec7070fb6427d14ffec34fbd6e8ad37bc96defef84,4
2b670d6c63654e2bb136e4692ba2346801d25a59ec71b7260fb45050c59105b0,ad8200e00c2ea38675110dd4d5b6f5300a979388954a89b16ba611304da30e0d,790fff9b64ce6e74f52599728984d6b81982779ddfb5c4e3a1978c8dc8a3c51d,33d54c21d997e45e0755f1dd25bd9b8ee8c0c8397e4ed108f3e044d21e09505a,3
fc91587473a5555970e0655be2857cd995b0fb9cf10ec5c61684bb9a68316451,fa77932c27748af078b82900bea30abd8757e17c202021177e6a83d4e2336197,e342299a1375beab43803833f298703aa4aca776e28d57452cf79176ffa7445c,138a82077a976373aadcd707987152af7cee4984a9bd99db6edfdfb6e439c956,5
e53d3d5a8c78f9e1adbe18f46dade790ef2fd831efd6990767152a1d5557efda,48abce0fc7a170643150619677820b35fa94fd3746bb41caaf7300ee6401d044,d1ecd9b274dde95ec1ea9bdecd1b6c8b6855500bf0f7cbcc20ab632b7869aa52,5c21f99a9ada635b6addee6758b069713a487d016669448a51eaea5afc0a4ad5,5
8d663d1f9762f0f8a3ca0a86361b4926b52f570bf920454654449aac04edf334,INVALID,INVALID,e23d97049f9ceea6ae3129390bedfdc7073cc5fcbb8c0b7c322cec75df40dc7a,4
711de8185d8861c72ca9f4740292004b132f0e029e68b6cdaa1a233ca99e8680,d0df33bf37083ee07d1f2c8cfdc4f1467ad8102801fb8d96c6decb0458ee55b8,142e57f372e4af501e86e70794c2c9ddc2b7e381f07012b4e326fc64cc3987e7,98e1d8b548a0d95dace6c654758262e2d42a7f93deebb30e3bd784a70f4d7ffb,3
f630821282029b30316abf8f76f52e2344b286986073d904be9f19402d62b454,a3d3b505b4df1ee37c9302b13ff19c7a96069727128bddf81b525c1ecf536b63,5ac1ae1cd5daea189468c4ac1813e467255ad768441b6cf5a203b69792d84053,c1da73b27c7360f5274bf7f6d17239dc429a6ae7fec59296b18491c79a77c086,1
ffdbf9a9645df17ab611514ee6e8631283ad48f682ecddac45c5f33f28ed5adb,5fdb5bf0730f6ff164076d033672d18eaf40f40329c69d8a1786e119fc3f8d83,INVALID,30a550a97fd44e12784a524ba4343d1c9c906da2d78b491ac3f3e6addb31c500,1
cab68e921aff87c746342f4edc6576b77dbf596f008bec86546e031fe5ce2bc6,394ddf12cb1e497d94eda33b2c9ea48fb567170a317fa9bf4c94b73fdce20706,4861b4a1ebf5784f4ca722a0b9f15a68ff670ee1887c0e6a4460428638dd8172,9acc0adff10edc9fea9930eb93b47ab73499926cb317b6ed2eb2abd6da1fabbb,4
bba71cf648d57db88e29299bd1e8ae49a34eac20f388059bfeec3cb691910fba,492f7f99b93cebc61d476957bd9bafcac45cb8133cabda74c5a21b0ec2ebcca2,137926e796a1798554ce9304670baf150351251d6a71928e0573a479c8150e00,b0e1d4812fdd83531314fe8373670f89ed4c4690525078ed3bb6a600fbc66e91,1
5f6408c9204c8c339201fbe63897de1d79fbc80625da6558e8934d83ef366192,INVALID,566144b80d1ba0819c3c5ebb5f4f3eea23c566d2a51a74ea52edc6fea8d1bf02,55cbd0500d4d1e06e0d3066d19a9cbceb08a89763711801f636076f007070d05,5
d6d34825290c30c9238394f07a3c462ceff24671977eedf814830174ae174865,d689844cb76cf02c2d4ed0e4b036447b4a58510686e7e6444046570f0ff719f4,4ac7b6c2655b9cb6db4aeb3388f8cf0580ea555481fb85fc1954f6ce1edb5f89,5d17b5ae0b31ea090ef062e77dff935b517b9cd4f45da1808d6d8cb28efb0a22,3
597ab7a654bfc2d49f6641837f9a79c38d495724017a76d849633a5433b42aae,325cf6dd5439ca42e72d894858e1649fdb2eee20e67975e67f14562cc671827e,bfd0f151c7bb9d171034ca2254c0147ffb1aa1b1e02d3359c1e6e575c591c009,8be9fe1fd4633f1a50a4e51213a9aebbd662f669af18034038eb9fd5999a8c48,3
f1b4c04cbfa5c3e3194a657df31405e4fc98bce8f3fd9d345a818561e30756e1,acf9ca60a94a2ccb8dd8d48cde12bbb8e89313caf5072ce0b0a7d3fb3a464dc1,b814b9746800bb9213ac6cb24ef0ca9b72cf7b962aeaf7c7163907fe168f0f38,fdac47e2f5ad7177a159eb2e7eb5993c97b4e5c9f27a5009f3d118df7152d883,2
4aaf04076312beb258633818b835b43bbf8037795e57290f1f972d6924a09ee1,f3814c40eb543bf58231cd63266e4859bcc641d4bad75127209a12d04abd8945,824fdbde299fa9391f160f93055411a145bbb92796687dc1ef2ae1f9da6e272f,b7f936750d75693a67b880c0ea24e2abac11ab6a59eb3894521a2f0e7a1ccb8f,3
41beb68fd6fec41f88e78e14dbae65114a8384353c2813bcaa4672067e48ccdd,1b5a40814ce113d0d5a66dcfa5bf8248ec81ca222b57e8c08e665bc0785e513a,ca50415ab440dde913ec9c7f90f4e81ec9094e16938d40f6a420a28f1c1aed08,e31fe4c5a408cce3692232c677a21e45bf915e6081c14b835e7a685018ab3c65,3
dcc06316ba5b327e7a1c90ba02750531545a01e4b45bbd5407807f0ac0318ad1,5ddf522e2945fdfed9924ffb921dfd5a26d4eb710e75da533c8c9c01e1b02ab3,44c34a8b5aa87a8438d962735caba6ced85c46857f4db4fbe890a1cff715d968,25e8efe7c4b408b6c2363dc369b81e99bc76df7cca80724b56ffc34546dcea25,1
d79b5bbac0d1a45769af7a9fbd3882a306d08db66118a0674465a72cb173b3a5,01b4c76218e2b46b74b600943ac6f96fc387848c32552ba5ca28bfd1bc09dca7,6a6538d2b1ec0ab85655d9827e92dd12b12ea52bbf2a0d679210f7219ec7feeb,a7fae5bb8f07e98fd49a5b2aee49106ea6bea8b350cec305ddb31d3ab24a140b,5
6b9a59d3cefd766dbc4042876c6746354333972d8294057c58e7d9ed33a8c79c,636f46410c6d73ec53546e11b76f27524af92e10989d47f6f320e52cbef5d722,37efcdfc746568f59c128d4bb935c3a6793254a2bde44a1f8da355787cf28699,6119181d13c48d7b9cc6971e59e95f4ba566c584dca41a5e1f0d25ecae257021,5
